index,   freq_ppm,   decay_hz, amplitude
   1,     9.4085,     14.700,    9.918386e-02
   2,     9.4216,     14.700,    8.993264e-02
   3,     9.4404,     14.700,    1.280668e-01
   4,     9.4572,     14.700,    9.851973e-02
   5,     9.4657,      5.486,    3.847040e-02
   6,     9.3574,      4.108,    1.165957e-02
   7,     9.3643,     14.700,    8.803485e-02
   8,     9.3775,      4.397,    2.292078e-02
   9,     9.3873,     13.871,    7.092360e-02
  10,     9.3940,      5.970,    1.254666e-02
  11,     9.3004,     14.700,    9.538054e-02
  12,     9.3162,     14.700,    9.188998e-02
  13,     9.3264,     14.700,    1.081910e-01
  14,     9.3377,      5.894,    2.273854e-02
  15,     9.3452,     14.700,    1.089593e-01
  16,     9.2011,      7.888,    3.712403e-02
  17,     9.2129,     14.700,    1.126502e-01
  18,     9.2321,     14.700,    7.547387e-02
  19,     9.2556,     14.700,    8.759384e-02
  20,     9.2659,     14.700,    5.597397e-02
  21,     9.2841,     14.700,    6.896020e-02
  22,     9.1332,     14.700,    4.543956e-02
  23,     9.1420,     14.700,    8.090383e-02
  24,     9.1525,     12.002,    8.270132e-02
  25,     9.1645,      3.846,    2.078154e-02
  26,     9.1732,     14.700,    4.293406e-02
  27,     9.1899,      9.941,    6.259013e-02
  28,     9.0718,     14.700,    6.275090e-02
  29,     9.0836,     14.700,    9.204494e-02
  30,     9.0954,      6.426,    3.810571e-02
  31,     9.1093,     14.700,    1.118664e-01
  32,     9.1147,      5.949,    1.924133e-02
  33,     8.9958,     14.700,    8.649737e-02
  34,     9.0097,     14.700,    8.397494e-02
  35,     9.0176,     14.700,    6.915501e-02
  36,     9.0361,     14.700,    5.788216e-02
  37,     9.0480,     14.700,    9.357911e-02
  38,     8.9581,      5.005,    3.447633e-02
  39,     8.9727,     14.700,    1.121521e-01
  40,     8.9799,      7.467,    6.572313e-02
  41,     8.8451,     14.700,    1.058860e-01
  42,     8.8602,     14.700,    9.638824e-02
  43,     8.8824,     14.700,    5.351267e-02
  44,     8.8981,     14.700,    1.441630e-01
  45,     8.9150,     14.700,    8.966570e-02
  46,     8.9402,     14.700,    6.267585e-02
  47,     8.7714,     14.700,    1.166116e-01
  48,     8.7931,     14.700,    5.517348e-02
  49,     8.8129,     10.177,    6.287534e-02
  50,     8.8216,     12.040,    2.367715e-01
  51,     8.8355,     14.700,    7.361904e-02
  52,     8.6804,     14.700,    1.539725e-01
  53,     8.6935,      6.396,    2.417202e-02
  54,     8.7025,     14.700,    4.028530e-02
  55,     8.7301,     14.700,    6.265668e-02
  56,     8.7391,     13.853,    7.598229e-02
  57,     8.7499,     14.700,    1.006821e-01
  58,     8.5983,      8.503,    3.154431e-02
  59,     8.6110,      5.872,    3.601444e-02
  60,     8.6383,      8.313,    5.096340e+00
  61,     8.6397,      5.111,    2.756758e+00
  62,     8.6413,      4.619,    2.685563e+00
  63,     8.6430,      6.296,    1.649350e+00
  64,     8.6686,     11.951,    6.917538e-02
  65,     8.5222,      4.926,    2.373584e-02
  66,     8.5316,     14.413,    6.520930e-02
