index,   freq_ppm,   decay_hz, amplitude
   1,     9.4652,     14.700,    7.144919e-02
   2,     9.4743,     14.700,    7.817131e-02
   3,     9.4866,     14.700,    1.330294e-02
   4,     9.4934,     11.142,    8.109699e-02
   5,     9.3586,     14.542,    9.049662e-02
   6,     9.3809,     14.694,    1.220746e-01
   7,     9.3934,     14.700,    9.514491e-02
   8,     9.4070,     14.700,    8.936884e-02
   9,     9.4281,     14.700,    8.424938e-02
  10,     9.4450,     14.700,    6.622937e-02
  11,     9.3054,     14.700,    1.022155e-01
  12,     9.3120,     12.624,    1.999458e-02
  13,     9.3227,     14.700,    8.072510e-02
  14,     9.3354,     12.666,    2.309516e-02
  15,     9.3478,     14.700,    9.924069e-02
  16,     9.2264,     13.777,    7.747307e-02
  17,     9.2438,     14.700,    1.503655e-01
  18,     9.2685,      9.836,    7.407553e-02
  19,     9.2837,      6.926,    2.936596e-02
  20,     9.2889,     14.700,    1.186013e-01
  21,     9.1895,     14.700,    1.156864e-01
  22,     9.1909,      7.909,    6.793414e-03
  23,     9.1944,      2.572,    8.176428e-03
  24,     9.1993,      7.527,    3.647699e-02
  25,     9.2122,     14.240,    9.863626e-02
  26,     9.1406,     14.700,    9.288298e-02
  27,     9.1543,     14.700,    9.981915e-02
  28,     9.1613,      8.103,    3.325505e-02
  29,     9.1704,      9.075,    3.845770e-02
  30,     9.1812,      6.916,    3.311233e-02
  31,     9.0823,      6.212,    5.800039e-02
  32,     9.0924,      8.489,    3.291408e-02
  33,     9.1007,     14.700,    9.772873e-02
  34,     9.1131,     14.700,    7.707019e-02
  35,     9.1259,     14.698,    6.901837e-02
  36,     8.9561,     14.700,    1.037911e-01
  37,     8.9685,     14.700,    7.934900e-02
  38,     8.9817,     13.171,    7.690058e-02
  39,     9.0025,     14.700,    8.574095e-02
  40,     9.0196,     14.700,    9.549737e-02
  41,     9.0564,     14.700,    1.278174e-01
  42,     8.8961,     11.286,    5.845099e-02
  43,     8.9047,     14.700,    6.800116e-02
  44,     8.9116,      6.940,    2.847996e-04
  45,     8.9231,     14.700,    1.100455e-01
  46,     8.9398,     14.236,    8.645984e-02
  47,     8.8293,     13.991,    5.482623e-02
  48,     8.8444,     13.443,    6.312629e-02
  49,     8.8544,      6.695,    2.389020e-02
  50,     8.8682,     14.700,    9.647068e-02
  51,     8.8827,     14.671,    1.218603e-01
  52,     8.7892,      7.229,    4.390570e-02
  53,     8.8033,     14.700,    1.081486e-01
  54,     8.8098,      2.020,    7.485832e-03
  55,     8.8179,     14.700,    8.756997e-02
  56,     8.7138,     14.700,    1.015302e-01
  57,     8.7245,     14.700,    1.200880e-01
  58,     8.7416,     14.700,    1.454603e-01
  59,     8.7624,     14.700,    1.091967e-01
  60,     8.7761,     13.644,    3.162718e-01
  61,     8.7849,     14.240,    1.385187e-01
  62,     8.6557,     14.700,    1.323726e-01
  63,     8.6669,     14.700,    1.025288e-01
  64,     8.6821,      9.507,    2.643491e-02
  65,     8.6945,     14.700,    9.464572e-02
  66,     8.7046,      6.279,    5.501989e-02
  67,     8.5478,     14.700,    7.769618e-02
  68,     8.5921,      8.330,    2.297191e+00
  69,     8.5937,      5.773,    3.407741e+00
  70,     8.5954,      5.823,    3.743568e+00
  71,     8.5970,      7.716,    3.593083e+00
  72,     8.6175,      6.819,    3.621762e-02
  73,     8.6353,     14.700,    5.882280e-02
  74,     8.4199,     14.316,    1.070624e-01
  75,     8.4326,      8.692,    1.963648e-01
  76,     8.4646,     14.700,    8.412004e-02
  77,     8.4981,     14.700,    1.163660e-01
  78,     8.5194,     14.700,    1.355688e-01
  79,     8.5337,     14.700,    1.503517e-01
  80,     8.3597,     14.700,    7.903258e-02
  81,     8.3823,     13.304,    1.094546e-01
  82,     8.3989,      7.486,    1.553474e-02
  83,     8.4089,     11.709,    1.995649e-01
  84,     8.2910,     14.700,    8.866610e-02
  85,     8.3122,      3.121,    7.193684e-03
  86,     8.3244,     14.700,    8.316103e-02
  87,     8.3390,      7.132,    2.383710e+00
  88,     8.3406,      6.638,    1.172632e+00
  89,     8.3539,     10.675,    5.153631e-02
  90,     8.2341,     14.700,    1.454937e-01
  91,     8.2480,      3.957,    2.164787e-02
  92,     8.2591,      6.720,    9.859765e-01
  93,     8.2606,      7.084,    7.924023e-01
  94,     8.2729,     12.921,    5.553539e-02
  95,     8.2824,      7.885,    1.379668e-02
  96,     8.1639,      7.207,    2.796314e-02
  97,     8.1756,      0.000,    1.059040e-02
  98,     8.1776,      8.067,    1.310749e+00
  99,     8.1800,      1.892,    2.085881e-02
 100,     8.2026,      8.582,    5.961819e-01
 101,     8.2041,      9.007,    7.055104e-01
 102,     8.2330,     14.700,    9.926862e-02
 103,     8.0686,     14.700,    1.278542e-01
 104,     8.0902,     14.700,    1.721850e-01
 105,     8.1035,     14.700,    6.920997e-02
 106,     8.1189,     14.700,    9.673714e-02
 107,     8.1380,     14.700,    1.155891e-01
 108,     8.1553,     14.700,    1.149119e-01
 109,     8.0088,     14.230,    9.986410e-02
 110,     8.0206,     14.700,    1.399391e-01
 111,     8.0287,     13.263,    7.893665e-02
 112,     8.0361,      9.582,    7.084106e-02
 113,     8.0445,     14.700,    1.119554e-01
 114,     7.9594,      9.696,    1.880215e-01
 115,     7.9640,     14.210,    1.208664e-01
 116,     7.9771,      7.734,    2.341057e-02
 117,     7.9892,      6.645,    3.770505e-02
 118,     7.9986,     13.784,    5.536362e-02
 119,     7.8627,     14.700,    2.560935e-01
 120,     7.8767,     14.700,    1.385593e-01
 121,     7.8913,     14.700,    1.550682e-01
 122,     7.9100,     14.700,    1.353222e-01
 123,     7.9477,     13.750,    2.999384e-01
 124,     7.8157,     10.842,    2.981042e+01
 125,     7.8285,     10.515,    2.645824e+01
 126,     7.7155,      2.956,    6.218946e-02
 127,     7.7179,      5.129,    8.786315e-01
