index,   freq_ppm,   decay_hz, amplitude
   1,     9.4389,      7.476,    4.254820e-02
   2,     9.4504,      9.974,    6.959401e-02
   3,     9.4656,     14.700,    9.494112e-02
   4,     9.4769,     14.645,    1.012758e-01
   5,     9.4878,     14.700,    5.070887e-02
   6,     9.3781,      7.066,    5.409570e-02
   7,     9.3882,      9.879,    6.667873e-02
   8,     9.3981,      6.306,    2.921561e-02
   9,     9.4059,      8.789,    2.841628e-02
  10,     9.4249,     14.700,    9.870769e-02
  11,     9.3448,      4.493,    2.808688e-02
  12,     9.3550,     14.700,    4.580834e-02
  13,     9.3619,     11.013,    5.269775e-02
  14,     9.3715,      6.602,    3.689612e-02
  15,     9.2628,     14.700,    7.630631e-02
  16,     9.2762,     14.700,    7.991728e-02
  17,     9.3010,     14.700,    9.890051e-02
  18,     9.3135,      5.833,    3.084454e-02
  19,     9.3251,     14.700,    1.092967e-01
  20,     9.2197,      6.542,    3.802339e-02
  21,     9.2280,      7.869,    4.597415e-02
  22,     9.2342,      6.965,    4.470080e-02
  23,     9.2424,      9.657,    4.822915e-02
  24,     9.1313,      6.219,    3.607783e-02
  25,     9.1410,     14.385,    7.185788e-02
  26,     9.1527,     14.700,    6.925098e-02
  27,     9.1712,     14.700,    1.365916e-01
  28,     9.1946,     14.676,    8.559851e-02
  29,     9.2104,     14.700,    8.205441e-02
  30,     9.0484,     14.700,    6.882837e-02
  31,     9.0664,     13.320,    8.881552e-02
  32,     9.0771,     14.700,    8.600938e-02
  33,     9.0906,     12.059,    4.510654e-02
  34,     9.1021,      5.851,    4.486639e-02
  35,     9.1183,     14.534,    6.301007e-02
  36,     8.8691,     13.014,    7.577340e-02
  37,     8.8824,     14.700,    1.047879e-01
  38,     8.9172,     14.700,    1.295609e-01
  39,     8.9526,     14.700,    9.860375e-02
  40,     8.9761,     14.700,    6.925261e-02
  41,     9.0038,     14.700,    9.226405e-02
  42,     9.0295,     14.700,    9.269481e-02
