index,   freq_ppm,   decay_hz, amplitude
   1,     9.4040,     14.700,    9.830201e-02
   2,     9.4123,     14.700,    7.919719e-02
   3,     9.4384,     14.700,    7.726868e-02
   4,     9.4474,     14.611,    1.171795e-01
   5,     9.4738,     10.133,    7.899512e-02
   6,     9.4877,     14.700,    1.199276e-01
   7,     9.3205,     14.700,    5.460120e-02
   8,     9.3323,     14.377,    8.206841e-02
   9,     9.3563,     14.700,    7.227917e-02
  10,     9.3681,      3.600,    2.460783e-02
  11,     9.3774,     14.700,    6.851597e-02
  12,     9.3886,     14.700,    4.260761e-02
  13,     9.2042,     14.700,    1.356772e-01
  14,     9.2222,     14.700,    8.706239e-02
  15,     9.2366,     14.700,    1.083364e-01
  16,     9.2493,     14.700,    9.510420e-02
  17,     9.2723,     14.680,    7.780266e-02
  18,     9.2852,     14.682,    8.972470e-02
  19,     9.3049,     14.700,    1.400473e-01
  20,     9.1364,     14.700,    1.079136e-01
  21,     9.1493,     14.700,    8.331671e-02
  22,     9.1605,     14.700,    1.122500e-01
  23,     9.1715,     13.268,    5.883604e-02
  24,     9.1794,     14.700,    9.658312e-02
  25,     9.1002,      9.144,    7.302228e-02
  26,     9.1060,      6.183,    3.248290e-02
  27,     9.1207,     14.700,    7.623355e-02
  28,     9.0540,     14.491,    6.770901e-02
  29,     9.0648,     12.728,    5.911827e-02
  30,     9.0720,      9.187,    6.923705e-02
  31,     9.0801,      5.707,    2.555770e-02
  32,     9.0863,     12.885,    8.345487e-02
  33,     9.0024,     10.272,    6.948490e-02
  34,     9.0078,      5.667,    1.407329e-02
  35,     9.0154,     14.700,    1.405162e-01
  36,     9.0248,     14.700,    1.119314e-01
  37,     9.0373,     13.921,    1.190855e-01
  38,     8.9637,     13.230,    8.841313e-02
  39,     8.9711,      8.230,    5.894477e-02
  40,     8.9775,     11.182,    4.920680e-02
  41,     8.9838,     12.315,    2.979852e-02
  42,     8.9921,     10.505,    7.891419e-02
  43,     8.9026,     13.191,    6.119001e-02
  44,     8.9227,     14.700,    1.105628e-01
  45,     8.9379,     14.700,    8.839435e-02
  46,     8.9478,     12.105,    7.455033e-02
  47,     8.9546,      2.713,    1.536070e-02
  48,     8.8458,     14.420,    1.052488e-01
  49,     8.8557,     13.795,    6.870060e-02
  50,     8.8676,     14.546,    7.739829e-02
  51,     8.8779,     12.921,    6.625913e-02
  52,     8.8852,      4.734,    2.043656e-02
  53,     8.8964,     14.700,    1.253039e-01
  54,     8.7880,      5.011,    1.511071e-02
  55,     8.7974,     13.366,    2.289475e-01
  56,     8.8124,     14.700,    7.547658e-02
  57,     8.8302,     14.700,    7.361724e-02
  58,     8.8336,      2.373,    1.304659e-02
  59,     8.7514,      7.207,    5.009336e-02
  60,     8.7578,      8.565,    5.082756e-02
  61,     8.7658,      8.789,    4.867584e-02
  62,     8.7798,     12.043,    7.779832e-02
  63,     8.6874,     10.801,    6.877020e-02
  64,     8.6970,     14.700,    8.864669e-02
  65,     8.7074,     14.700,    2.093540e-02
  66,     8.7166,     14.030,    7.346477e-02
  67,     8.7364,     14.700,    1.074120e-01
  68,     8.6353,     14.700,    1.633774e-01
  69,     8.6482,     14.700,    1.048203e-01
  70,     8.6655,     14.700,    9.280697e-02
  71,     8.5712,     13.487,    6.093952e-02
  72,     8.5865,      9.345,    5.034785e-02
  73,     8.6087,      7.878,    7.943673e-02
  74,     8.6139,      9.206,    3.963393e+00
  75,     8.6152,      6.023,    2.605210e+00
  76,     8.6169,      4.754,    2.109726e+00
  77,     8.6186,      6.214,    1.410172e+00
  78,     8.5350,     11.428,    5.394051e-02
  79,     8.5426,      5.672,    4.298464e-02
  80,     8.5519,     11.849,    5.639002e-02
  81,     8.4931,      4.775,    2.570739e-02
  82,     8.4997,      2.939,    1.163258e-02
  83,     8.5072,     12.950,    8.119997e-02
  84,     8.5154,      0.000,    6.398694e-03
  85,     8.5206,     14.700,    1.295758e-01
  86,     8.4287,     12.612,    4.304430e-01
  87,     8.4429,     14.487,    6.555610e-02
  88,     8.4611,     13.670,    6.264744e-02
  89,     8.4758,     14.700,    7.186486e-02
  90,     8.3787,     14.366,    1.723695e-01
  91,     8.3880,      5.833,    1.519194e-02
  92,     8.3938,      6.581,    3.353413e-02
  93,     8.4143,     14.700,    8.698934e-02
  94,     8.2489,      9.053,    3.396083e-02
  95,     8.2635,      8.305,    1.650004e+00
  96,     8.3193,     13.746,    4.205465e-02
  97,     8.3340,     14.700,    6.520436e-02
  98,     8.3434,      7.994,    2.721952e+00
  99,     8.3449,      6.315,    5.181337e-01
 100,     8.1718,     11.862,    6.475586e-02
 101,     8.1772,      7.554,    7.321004e-01
 102,     8.1785,      7.161,    5.564910e-01
 103,     8.2041,      9.709,    1.457348e+00
 104,     8.2229,     12.906,    5.302457e-02
 105,     8.0669,     14.700,    9.745406e-02
