index,   freq_ppm,   decay_hz, amplitude
   1,     9.4377,     14.700,    1.058063e-01
   2,     9.4516,     12.360,    8.457883e-02
   3,     9.4555,      0.000,    3.712614e-03
   4,     9.4599,     12.493,    5.941586e-02
   5,     9.4617,      1.439,    3.281172e-03
   6,     9.3097,     14.700,    9.023870e-02
   7,     9.3257,     14.700,    1.766772e-01
   8,     9.3566,     14.700,    6.382644e-02
   9,     9.3784,     14.700,    1.132262e-01
  10,     9.4011,     14.700,    1.040331e-01
  11,     9.4262,     14.700,    1.044248e-01
  12,     9.2595,     12.958,    8.088364e-02
  13,     9.2669,     14.029,    7.367525e-02
  14,     9.2787,     14.700,    1.138950e-01
  15,     9.2867,     14.323,    3.394800e-02
  16,     9.2954,     14.549,    1.345338e-01
  17,     9.2300,      6.866,    4.857426e-02
  18,     9.2336,      6.442,    3.252982e-02
  19,     9.2396,      5.913,    4.465977e-02
  20,     9.2484,      6.223,    3.756054e-02
  21,     9.1642,     14.700,    9.939028e-02
  22,     9.1812,     14.700,    7.143512e-02
  23,     9.1935,     14.700,    6.850132e-02
  24,     9.2111,     12.058,    5.792614e-02
  25,     9.2210,     12.517,    9.456230e-02
  26,     9.0733,     14.700,    8.007725e-02
  27,     9.0895,     14.700,    9.156645e-02
  28,     9.1076,     14.700,    1.032386e-01
  29,     9.1200,     14.679,    6.864553e-02
  30,     9.1302,     14.700,    8.683480e-02
  31,     9.1482,     14.700,    1.139933e-01
  32,     9.0368,      8.403,    5.408413e-02
  33,     9.0414,      4.790,    5.678580e-03
  34,     9.0480,      4.979,    1.960462e-02
  35,     9.0568,      6.878,    4.028436e-02
  36,     9.0623,     11.678,    6.100240e-02
  37,     8.9721,     14.700,    9.224664e-02
  38,     8.9870,     14.700,    5.596454e-02
  39,     8.9993,      3.831,    2.613916e-02
  40,     9.0088,     14.700,    6.963274e-02
  41,     9.0243,     14.700,    1.467439e-01
  42,     8.8602,     14.700,    7.764895e-02
  43,     8.8729,     14.700,    1.093364e-01
  44,     8.8897,     14.700,    7.329378e-02
  45,     8.9078,     14.700,    5.829125e-02
  46,     8.9200,     14.700,    1.037808e-01
  47,     8.9357,     14.700,    7.246081e-02
  48,     8.9557,     14.700,    9.573060e-02
  49,     8.8185,     12.337,    5.121417e-02
  50,     8.8291,      4.698,    1.999356e-02
  51,     8.8411,      7.957,    4.999730e-02
  52,     8.8499,     10.727,    5.745388e-02
  53,     8.7386,     11.538,    1.014032e-01
  54,     8.7489,     11.177,    5.943480e-02
  55,     8.7560,     14.700,    5.649092e-02
  56,     8.7763,     14.700,    1.258706e-01
  57,     8.8041,     14.700,    3.139474e-01
  58,     8.8119,     14.090,    5.988594e-02
  59,     8.6520,     14.700,    1.910162e-01
  60,     8.6627,     14.700,    7.621647e-02
  61,     8.6783,     14.700,    5.714316e-02
  62,     8.6999,     14.700,    9.030406e-02
  63,     8.7169,     14.700,    8.842785e-02
  64,     8.5609,     14.700,    9.043822e-02
  65,     8.5831,     14.700,    3.939945e-02
  66,     8.6208,      9.290,    5.728941e+00
  67,     8.6223,      5.625,    2.772705e+00
  68,     8.6240,      4.857,    2.291411e+00
  69,     8.6257,      6.714,    1.435436e+00
  70,     8.4798,     14.700,    9.008393e-02
  71,     8.4983,     14.700,    8.992498e-02
  72,     8.5127,     12.555,    7.759410e-02
  73,     8.5238,     14.700,    6.323911e-02
  74,     8.5406,     14.700,    9.582944e-02
  75,     8.3954,     14.700,    8.692078e-02
  76,     8.4255,      8.763,    1.634903e-01
  77,     8.4357,     14.700,    2.342087e-01
  78,     8.4530,     11.042,    4.180491e-02
  79,     8.4632,     14.700,    5.477783e-02
  80,     8.3286,     13.477,    3.611419e-02
  81,     8.3368,      3.854,    1.992587e-02
  82,     8.3451,      7.843,    2.501321e+00
  83,     8.3467,      6.276,    7.506852e-01
  84,     8.3693,      6.093,    4.039272e-02
  85,     8.3798,     14.700,    1.186516e-01
  86,     8.2994,     14.700,    5.616734e-03
  87,     8.3022,      8.813,    5.028084e-02
  88,     8.3090,      6.363,    5.440292e-02
  89,     8.3194,      6.301,    2.295732e-02
  90,     8.2175,     14.700,    1.001960e-01
  91,     8.2366,     14.700,    6.154415e-02
  92,     8.2653,      8.211,    1.625761e+00
  93,     8.2892,     13.958,    7.428327e-02
  94,     8.1451,      6.479,    3.012678e-02
  95,     8.1533,     12.548,    2.680578e-02
  96,     8.1652,      6.660,    2.349006e-02
  97,     8.1776,      8.916,    1.393267e+00
  98,     8.2033,      8.656,    6.951774e-01
  99,     8.2048,      8.706,    6.614855e-01
 100,     8.1047,     12.353,    9.027593e-02
 101,     8.1140,      0.516,    4.237172e-03
 102,     8.1248,     14.302,    9.640521e-02
 103,     8.1280,      3.524,    4.155047e-03
 104,     8.1371,      7.856,    4.973692e-02
 105,     8.0226,     12.079,    1.187574e-01
 106,     8.0368,     14.700,    9.551122e-02
 107,     8.0490,     14.700,    8.288770e-02
 108,     8.0618,     14.700,    1.019679e-01
 109,     8.0775,     14.431,    6.481758e-02
 110,     8.0968,     14.700,    1.485978e-01
 111,     7.9609,     14.700,    2.635112e-01
 112,     7.9737,     14.700,    1.225114e-01
 113,     7.9881,     13.613,    9.313245e-02
 114,     8.0009,     14.700,    7.655156e-02
 115,     8.0087,      7.195,    2.621389e-02
 116,     7.8253,      8.544,    4.483360e+00
 117,     7.8275,      5.092,    4.351094e+00
 118,     7.8294,      4.884,    4.581224e+00
 119,     7.8313,      7.398,    4.070628e+00
 120,     7.8134,      7.648,    6.301173e+00
 121,     7.8153,      5.061,    4.501352e+00
 122,     7.8171,      5.482,    5.211936e+00
 123,     7.8196,      9.054,    3.810975e+00
 124,     7.6918,      9.944,    1.045108e-01
 125,     7.7191,      7.510,    1.780827e+00
 126,     7.7214,      7.816,    2.022890e+00
 127,     7.7325,      7.717,    1.915475e+00
 128,     7.7347,      7.238,    1.639056e+00
 129,     7.6360,      9.747,    1.770038e+00
 130,     7.6385,      8.143,    1.434263e+00
 131,     7.6749,     14.700,    3.268004e-01
 132,     7.6113,      7.910,    2.515482e+00
 133,     7.6138,      8.582,    3.115288e+00
 134,     7.6227,      7.909,    2.117776e+00
 135,     7.6249,      6.716,    3.551938e+00
 136,     7.6270,      8.603,    2.520718e+00
 137,     7.5225,      9.556,    3.165691e+00
 138,     7.5259,     10.047,    1.039474e+01
 139,     7.5372,      9.964,    1.332122e+01
 140,     7.5395,      8.775,    1.133650e+01
 141,     7.5499,      7.357,    4.826454e+00
 142,     7.5522,      7.438,    6.689014e+00
 143,     7.4679,     11.105,    7.122175e-02
 144,     7.5134,     10.160,    2.334084e+00
 145,     7.4283,     11.623,    1.042876e+00
 146,     7.4312,     10.062,    1.529312e+00
 147,     7.4560,     14.700,    1.280649e-01
 148,     7.3689,     11.690,    8.008065e+00
 149,     7.3718,     10.713,    1.158687e+01
 150,     7.3784,      6.472,    7.907394e-01
 151,     7.4046,      6.762,    1.885391e+00
 152,     7.4070,      7.067,    1.915390e+00
 153,     7.4180,     11.023,    6.334710e+00
 154,     7.3079,      8.526,    4.212079e+00
 155,     7.3123,     12.240,    6.515559e+00
 156,     7.3237,      8.874,    4.422381e+00
 157,     7.3266,      6.641,    2.253236e+00
 158,     7.3555,     11.614,    8.351889e-01
 159,     7.2620,      9.330,    2.119308e+00
 160,     7.2737,      8.397,    1.882632e+00
 161,     7.2760,      8.223,    1.855429e+00
 162,     7.2862,      7.352,    8.179997e-01
 163,     7.2884,      7.858,    8.804267e-01
 164,     7.1896,      8.042,    1.304774e+00
 165,     7.1914,      6.398,    1.394047e+00
 166,     7.1932,      7.272,    1.134179e+00
 167,     7.2029,      7.538,    1.329130e+00
 168,     7.2050,      6.404,    9.669288e-01
 169,     7.1253,     14.700,    1.007225e-01
 170,     7.1372,     14.700,    1.414330e-01
 171,     7.1557,     14.700,    1.332368e-01
 172,     7.1791,     10.232,    2.068561e+00
 173,     7.0694,     14.159,    5.530606e-02
 174,     7.0770,     14.700,    1.156446e-01
 175,     7.0878,     11.685,    5.513276e-02
 176,     7.1026,      7.285,    2.083629e-02
 177,     7.1085,     14.669,    6.205103e-02
 178,     7.0256,      7.455,    3.382724e-02
 179,     7.0371,      7.907,    2.567212e-02
 180,     7.0455,      9.375,    6.277391e-02
 181,     7.0552,      4.889,    3.335763e-02
 182,     7.0605,      9.228,    4.721993e-02
 183,     6.9318,     10.934,    3.535290e-02
 184,     6.9512,     14.700,    7.785635e-02
 185,     6.9625,     14.700,    6.556479e-02
 186,     6.9871,     14.576,    6.465926e-02
 187,     6.9963,      6.246,    2.272389e-02
 188,     7.0078,     14.700,    7.335047e-02
 189,     6.8831,     13.698,    8.768496e-02
 190,     6.8946,     13.964,    6.859506e-02
 191,     6.9073,      8.971,    4.076137e-02
 192,     6.9153,      7.824,    3.042603e-02
 193,     6.9233,      4.209,    2.276206e-02
 194,     6.8220,     14.700,    9.511460e-02
 195,     6.8386,     14.700,    3.590215e-02
 196,     6.8497,     11.372,    3.462651e-02
 197,     6.8560,      5.733,    1.653949e-02
 198,     6.8683,     10.825,    5.020963e-02
 199,     6.7314,     14.700,    8.077961e-02
 200,     6.7590,     14.700,    7.379806e-02
 201,     6.7767,      8.199,    3.024414e-02
 202,     6.7870,     14.700,    5.293742e-02
 203,     6.8007,     14.412,    1.070878e-01
 204,     6.6127,     14.700,    1.070013e-01
 205,     6.6387,     14.700,    8.837809e-02
 206,     6.6628,     14.700,    1.135427e-01
 207,     6.6762,     14.700,    7.070906e-02
 208,     6.6874,     14.700,    1.148944e-01
 209,     6.7092,     14.700,    1.242418e-01
 210,     6.5376,     14.700,    8.679306e-02
 211,     6.5538,     14.700,    8.222118e-02
 212,     6.5734,     14.700,    5.857864e-02
 213,     6.5890,     14.086,    5.485142e-02
 214,     6.5991,     13.973,    9.069359e-02
 215,     6.4062,     14.700,    9.335184e-02
 216,     6.4251,     14.700,    8.105693e-02
 217,     6.4396,     14.700,    1.003547e-01
 218,     6.4599,     14.700,    9.462742e-02
 219,     6.4833,     14.700,    9.304614e-02
 220,     6.4979,     14.700,    1.136670e-01
 221,     6.5230,     14.700,    1.230837e-01
 222,     6.3223,     14.700,    1.308673e-01
 223,     6.3425,     14.700,    6.262136e-02
 224,     6.3593,     14.700,    8.012650e-02
 225,     6.3681,      6.187,    3.233645e-02
 226,     6.3762,     13.536,    5.513252e-02
 227,     6.3870,     14.700,    1.113973e-01
 228,     6.1743,     14.700,    1.048099e-01
 229,     6.2005,     14.700,    1.086506e-01
 230,     6.2138,     14.700,    1.402735e-01
 231,     6.2399,     14.700,    8.830689e-02
 232,     6.2588,     14.700,    1.238863e-01
 233,     6.2843,     14.700,    1.572341e-01
 234,     6.3046,     14.700,    1.218870e-01
 235,     6.1297,      8.210,    3.297455e-02
 236,     6.1389,     12.094,    6.947581e-02
 237,     6.1433,      6.894,    1.742570e-02
 238,     6.1481,      6.347,    4.435397e-02
 239,     6.1637,      7.823,    5.003466e-02
 240,     6.0596,      7.560,    2.527388e-02
 241,     6.0680,      7.648,    9.508914e-01
 242,     6.0695,      7.928,    7.593740e-01
 243,     6.0781,      6.847,    7.979951e-01
 244,     6.0798,      7.130,    7.547073e-01
 245,     6.1036,     14.700,    6.948470e-02
 246,     6.1192,     14.336,    7.171760e-02
 247,     6.0138,      4.470,    2.790212e-02
 248,     6.0234,     14.700,    6.717062e-02
 249,     6.0315,      7.369,    2.484446e-02
 250,     6.0372,      5.672,    2.837792e-02
 251,     6.0467,     13.784,    7.481112e-02
 252,     5.9767,      3.353,    1.603926e-02
 253,     5.9828,      2.514,    6.313726e-03
 254,     5.9872,      7.995,    4.593156e-02
 255,     5.9977,     12.739,    4.673384e-02
 256,     6.0053,     11.981,    7.916421e-02
 257,     5.8469,     14.700,    1.107994e-01
 258,     5.8669,     14.700,    5.734590e-02
 259,     5.8823,     14.700,    8.370998e-02
 260,     5.9001,     14.700,    1.165102e-01
 261,     5.9255,     14.700,    1.366231e-01
 262,     5.9399,     14.700,    1.333293e-01
 263,     5.9533,     14.700,    1.098129e-01
 264,     5.7559,     14.700,    7.717992e-02
 265,     5.7654,      8.510,    3.752802e-02
 266,     5.7846,      8.259,    1.673921e+00
 267,     5.7966,      5.987,    5.324866e-01
 268,     5.7980,      7.632,    1.066637e+00
 269,     5.8119,      4.536,    3.102493e-02
 270,     5.8200,     14.700,    5.615851e-02
 271,     5.6718,     14.700,    6.423876e-02
 272,     5.6853,     14.700,    9.378134e-02
 273,     5.7004,     14.700,    7.351729e-02
 274,     5.7157,     11.936,    6.820074e-02
 275,     5.7315,     14.700,    8.424007e-02
 276,     5.7427,     12.377,    9.352206e-02
 277,     5.5929,     13.683,    9.611611e-02
 278,     5.6057,     12.917,    5.213682e-02
 279,     5.6171,      6.473,    3.934463e-02
 280,     5.6280,      6.044,    2.309083e-02
 281,     5.6381,     11.734,    4.692418e-02
 282,     5.6479,      8.800,    4.398222e-02
 283,     5.6625,     14.385,    5.808536e-02
 284,     5.5295,     14.497,    6.678582e-02
 285,     5.5385,      9.022,    6.001796e-02
 286,     5.5482,     14.700,    7.551846e-02
 287,     5.5617,     14.700,    3.921879e-02
 288,     5.5786,      9.395,    2.859120e-02
 289,     5.4649,     14.655,    9.099904e-02
 290,     5.4756,      7.056,    3.336314e-02
 291,     5.4844,     14.434,    7.251313e-02
 292,     5.4984,     14.700,    4.179470e-02
 293,     5.5118,      6.235,    3.983788e-02
 294,     5.5179,      8.053,    3.964788e-02
 295,     5.4272,     11.499,    1.131365e-01
 296,     5.4350,     10.605,    9.356221e-02
 297,     5.4483,     14.700,    8.173732e-02
 298,     5.4535,      2.085,    1.264278e-02
 299,     5.3981,     10.616,    8.647342e-01
 300,     5.4003,      5.659,    2.251299e+00
 301,     5.4020,      4.438,    2.477765e+00
 302,     5.4039,      4.994,    1.719755e+00
 303,     5.4066,      4.903,    2.094607e+00
 304,     5.4084,      4.522,    2.226539e+00
 305,     5.4100,      7.435,    2.317297e+00
 306,     5.2846,     14.700,    1.174712e-01
 307,     5.2975,     14.700,    1.003401e-01
 308,     5.3255,     14.700,    1.486737e-01
 309,     5.3404,     14.700,    1.392944e-01
 310,     5.3529,     14.700,    1.176496e-01
 311,     5.3664,     14.700,    1.103471e-01
 312,     5.2148,     14.700,    5.227947e-02
 313,     5.2315,     14.700,    6.508621e-02
 314,     5.2411,     14.700,    9.007708e-02
 315,     5.2563,     11.817,    9.175345e-02
 316,     5.2637,     11.870,    1.061524e-01
 317,     5.2734,     12.476,    4.820284e-02
 318,     5.1715,      6.558,    4.213594e-02
 319,     5.1820,      7.381,    4.159245e-02
 320,     5.1930,     14.700,    1.066554e-01
 321,     5.1974,      5.470,    2.365121e-02
 322,     5.2074,      2.513,    1.020755e-02
 323,     5.0653,     14.700,    1.156456e-01
 324,     5.0874,     14.700,    9.644010e-02
 325,     5.1050,     14.452,    5.114991e-02
 326,     5.1186,      9.920,    3.962426e-02
 327,     5.1323,     14.700,    9.749187e-02
 328,     5.1463,     14.700,    8.384897e-02
 329,     4.9903,     14.700,    7.936151e-02
 330,     5.0049,     14.700,    8.324297e-02
 331,     5.0216,     14.700,    1.176277e-01
 332,     5.0350,     14.700,    7.372165e-02
 333,     5.0500,     14.700,    6.358589e-02
 334,     4.8848,     14.700,    9.594022e-02
 335,     4.8994,     14.700,    1.159776e-01
 336,     4.9101,     14.700,    8.465572e-02
 337,     4.9247,     14.700,    1.022553e-01
 338,     4.9475,     14.700,    9.375680e-02
 339,     4.9638,     14.700,    9.907949e-02
 340,     4.9730,     14.700,    7.221020e-02
 341,     4.8305,     14.700,    1.509442e-01
 342,     4.8403,     14.700,    9.472116e-02
 343,     4.8546,     14.700,    8.059696e-02
 344,     4.8665,     14.050,    3.105430e-02
 345,     4.8762,     14.700,    1.164837e-01
 346,     4.7915,      8.811,    3.088937e+01
 347,     4.7977,     14.700,    5.587197e+01
 348,     4.8052,     14.700,    5.034545e+01
 349,     4.8126,     14.700,    4.980388e+01
 350,     4.8200,     14.700,    5.009708e+01
 351,     4.7425,     14.700,    6.961341e+01
 352,     4.7535,     14.700,    7.018593e+01
 353,     4.7647,     14.700,    7.184964e+01
 354,     4.7753,     14.700,    7.412555e+01
 355,     4.7827,      4.614,    5.410673e+01
 356,     4.6825,     14.700,    1.331669e-01
 357,     4.6942,     10.749,    5.362369e-02
 358,     4.7022,     14.700,    6.781274e-02
 359,     4.7106,     14.609,    5.875776e-02
 360,     4.7245,     14.700,    1.045935e-01
 361,     4.6015,     14.700,    1.391048e-01
 362,     4.6179,     14.700,    8.275168e-02
 363,     4.6294,     14.700,    1.102556e-01
 364,     4.6480,     14.700,    7.829861e-02
 365,     4.6568,     14.700,    1.244664e-01
 366,     4.5542,     13.024,    8.480223e-02
 367,     4.5669,      6.377,    3.817790e-02
 368,     4.5721,      5.985,    3.052644e-02
 369,     4.5764,      2.673,    8.997548e-03
 370,     4.5851,     14.700,    9.951217e-02
 371,     4.4494,     14.700,    1.759661e-01
 372,     4.4653,     14.700,    1.779370e-01
 373,     4.4852,     14.700,    1.383078e-01
 374,     4.4991,     14.700,    1.197070e-01
 375,     4.5167,     14.700,    1.570627e-01
 376,     4.5401,     14.700,    1.531223e-01
 377,     4.4167,      9.171,    1.139384e+00
 378,     4.4220,      7.848,    8.220613e-01
 379,     4.4244,      6.807,    5.797351e-01
 380,     4.4264,      8.344,    6.646592e-01
 381,     4.4310,      7.451,    8.108084e-01
 382,     4.4328,      1.500,    2.936826e-02
 383,     4.3440,      8.621,    5.580533e-02
 384,     4.3606,     11.273,    6.275278e-02
 385,     4.3701,     14.170,    4.696006e-02
 386,     4.3808,     14.700,    5.185128e-02
 387,     4.3914,     14.601,    6.195461e-02
 388,     4.2962,     11.339,    6.969920e-01
 389,     4.3009,      7.869,    1.294876e+00
 390,     4.3026,      8.134,    1.064034e+00
 391,     4.3207,     14.700,    2.245692e-01
 392,     4.3340,     14.700,    1.469031e-01
 393,     4.2145,     10.479,    7.886640e+00
 394,     4.2297,     14.700,    6.274833e-01
 395,     4.2430,     14.700,    4.606363e-01
 396,     4.2866,     14.700,    3.355806e+00
 397,     4.1591,     11.143,    1.224979e+01
 398,     4.1641,     14.619,    1.961961e+01
 399,     4.1789,      8.224,    1.909770e+02
 400,     4.1802,      4.294,    1.088811e+02
 401,     4.1817,      3.255,    5.949578e+01
 402,     4.1835,      4.616,    3.031281e+01
 403,     4.2002,      7.552,    5.932050e+00
 404,     4.0627,      7.891,    1.560146e-01
 405,     4.0642,     10.644,    2.173615e+00
 406,     4.0872,     10.289,    3.651109e-01
 407,     4.0282,      9.390,    4.095885e+00
 408,     4.0313,      7.915,    4.884658e+00
 409,     4.0427,      8.861,    8.485816e+00
 410,     4.0559,     13.475,    1.070712e+01
 411,     3.9979,      1.821,    1.805575e-01
 412,     4.0086,      3.468,    1.483861e+00
 413,     4.0104,      3.661,    1.661147e+00
 414,     4.0205,      7.614,    9.018669e+00
 415,     3.9688,      9.061,    1.864616e+01
 416,     3.9724,      7.335,    2.704040e+01
 417,     3.9741,      7.629,    2.289448e+01
 418,     3.9834,      7.364,    4.762397e+00
 419,     3.9890,      6.680,    4.331085e+00
 420,     3.9401,      7.584,    1.322253e+01
 421,     3.9497,      6.781,    1.091427e+01
 422,     3.9625,      7.513,    1.391701e+01
 423,     3.8969,      6.235,    1.886771e+00
 424,     3.9199,      8.931,    9.020489e+00
 425,     3.9295,      8.175,    3.892906e+00
 426,     3.8423,     12.116,    1.486667e+01
 427,     3.8675,     12.424,    1.762485e+00
 428,     3.8787,     14.700,    4.466328e+00
 429,     3.8874,     14.700,    3.953262e+00
 430,     3.8147,     10.165,    1.801972e+01
 431,     3.8264,     14.700,    1.178771e+01
 432,     3.8349,     14.700,    1.586050e+01
 433,     3.7772,      7.460,    8.320267e+00
 434,     3.8029,      5.559,    5.716967e+00
 435,     3.8053,      6.581,    6.849722e+00
 436,     3.8091,      9.497,    2.259003e+01
 437,     3.7350,      7.061,    2.757902e+00
 438,     3.7512,      8.760,    9.323397e+00
 439,     3.7564,     10.385,    9.651731e+00
 440,     3.7611,      9.678,    6.341503e+00
 441,     3.7668,     10.362,    2.452261e+01
 442,     3.7722,      9.468,    2.977810e+00
 443,     3.6426,      4.535,    9.914535e-02
 444,     3.6590,     11.031,    2.291877e+00
 445,     3.6650,      8.463,    1.092029e+01
 446,     3.6668,      6.041,    1.130537e+01
 447,     3.6686,      6.460,    6.068301e+00
 448,     3.6711,      1.203,    1.820771e-01
 449,     3.5602,     10.980,    6.474089e+00
 450,     3.5993,     14.700,    2.008017e+00
 451,     3.4912,      8.997,    1.851995e+00
 452,     3.5013,     11.123,    3.825832e+00
 453,     3.5377,      4.199,    1.260241e+00
 454,     3.5461,      9.211,    3.925568e+01
 455,     3.5476,      9.140,    6.519834e+01
 456,     3.4451,      9.148,    3.277427e+00
 457,     3.4611,      8.110,    5.449294e+00
 458,     3.4647,      9.677,    2.891942e+00
 459,     3.4740,      9.430,    2.894116e+00
 460,     3.4771,      6.439,    2.284467e+00
 461,     3.4080,      9.490,    3.399667e+01
 462,     3.4191,      9.670,    5.566034e+01
 463,     3.4301,      8.052,    2.117489e+01
 464,     3.3408,     13.417,    2.806411e+01
 465,     3.3835,      8.191,    1.140593e+02
 466,     3.3850,      4.280,    1.466846e+02
 467,     3.3864,      3.551,    9.772311e+01
 468,     3.3881,      5.242,    5.199867e+01
 469,     3.3071,      5.230,    8.742843e-01
 470,     3.3273,     10.049,    1.550626e+01
 471,     3.3328,     10.414,    1.740860e+01
 472,     3.2813,      4.796,    6.148847e-01
 473,     3.2915,      4.243,    4.835755e-01
 474,     3.2948,      7.757,    1.458540e+00
 475,     3.3000,      9.043,    2.322369e+00
