index,   freq_ppm,   decay_hz, amplitude
   1,     9.3760,     14.700,    1.225568e-01
   2,     9.3911,     14.700,    8.222044e-02
   3,     9.4073,     14.700,    1.038376e-01
   4,     9.4444,     14.700,    1.709139e-01
   5,     9.4625,     14.700,    1.137518e-01
   6,     9.4819,     14.700,    1.081362e-01
   7,     9.2780,     14.700,    1.249669e-01
   8,     9.2883,     14.700,    8.603038e-02
   9,     9.2984,      7.079,    3.522817e-02
  10,     9.3118,     14.700,    7.767209e-02
  11,     9.3398,     14.700,    8.843812e-02
  12,     9.3621,     14.700,    4.934740e-02
  13,     9.1785,     14.700,    5.722281e-02
  14,     9.2087,     14.700,    7.358453e-02
  15,     9.2269,     14.700,    7.321388e-02
  16,     9.2345,     14.642,    3.901375e-02
  17,     9.2491,     14.700,    9.092190e-02
  18,     9.2619,      9.913,    7.008523e-02
  19,     9.1133,     14.700,    8.103925e-02
  20,     9.1252,     14.700,    5.049163e-02
  21,     9.1332,     14.700,    6.870578e-02
  22,     9.1431,      3.727,    2.894229e-02
  23,     9.1619,     14.700,    8.157748e-02
  24,     9.0650,     14.700,    7.839222e-02
  25,     9.0729,      1.104,    5.889644e-03
  26,     9.0778,     10.026,    7.074640e-02
  27,     9.0880,      9.058,    4.214605e-02
  28,     9.0960,     11.557,    5.923742e-02
  29,     8.9790,     14.700,    8.935103e-02
  30,     8.9904,     14.643,    1.086562e-01
  31,     9.0042,     10.413,    6.299587e-02
  32,     9.0149,     14.700,    1.028283e-01
  33,     9.0279,     14.700,    1.164807e-01
  34,     9.0489,     14.700,    1.149266e-01
  35,     8.9041,     12.113,    4.028401e-02
  36,     8.9129,     11.311,    6.820428e-02
  37,     8.9205,      6.648,    3.768232e-02
  38,     8.9312,     14.609,    1.062047e-01
  39,     8.9460,     14.700,    1.379976e-01
  40,     8.8475,     14.566,    7.475371e-02
  41,     8.8540,     11.230,    5.429195e-02
  42,     8.8617,      7.343,    4.730047e-02
  43,     8.8759,      9.957,    4.343862e-02
  44,     8.8906,     14.700,    7.377966e-02
  45,     8.7600,     13.059,    7.069522e-02
  46,     8.7851,     13.465,    3.647397e-02
  47,     8.7934,      4.538,    2.730104e-02
  48,     8.8061,     13.542,    4.376053e-02
  49,     8.8195,     13.162,    2.687708e-01
  50,     8.8363,      3.544,    1.187896e-02
  51,     8.7133,      8.513,    4.926931e-02
  52,     8.7200,      9.506,    4.478392e-02
  53,     8.7331,     10.801,    2.113342e-02
  54,     8.7397,     11.529,    6.899764e-02
  55,     8.7479,      7.781,    5.409512e-02
  56,     8.6698,      5.909,    3.937764e-02
  57,     8.6757,     14.259,    1.060892e-01
  58,     8.6861,     14.600,    7.675739e-02
  59,     8.6987,     10.304,    4.361458e-02
  60,     8.7033,      4.313,    6.479093e-03
  61,     8.5814,     14.700,    1.161432e-01
  62,     8.6002,     11.286,    5.413232e-02
  63,     8.6358,      8.702,    5.999617e+00
  64,     8.6374,      5.082,    2.521106e+00
  65,     8.6390,      4.465,    2.167454e+00
  66,     8.6408,      6.233,    1.259089e+00
  67,     8.5342,     14.700,    1.041283e-01
  68,     8.5454,     13.422,    5.415805e-02
  69,     8.5529,     12.417,    3.548092e-02
  70,     8.5579,     11.798,    3.305964e-02
  71,     8.5643,      7.725,    3.205634e-02
  72,     8.4398,     14.700,    7.736897e-02
  73,     8.4512,     14.646,    2.109088e-01
